id,time,color
0,0.2693125,None
1,0.49864583333333334,None
2,0.9999791666666666,None
3,1.4613125,None
4,1.7973125,None
5,2.426645833333333,None
6,2.906645833333333,None
7,3.3999791666666668,None
8,3.7119791666666666,None
9,4.3493125,None
10,4.826645833333333,None
11,5.3066458333333335,None
12,5.6293125,None
13,6.2613125,None
14,6.746645833333333,None
15,7.2293125,None
16,7.6453125,None
17,7.879979166666667,None
18,8.186645833333333,None
19,8.415979166666666,None
20,8.666645833333334,None
21,8.887979166666666,None
22,9.159979166666666,None
23,9.466645833333333,None
24,9.855979166666666,None
25,10.1093125,None
26,10.4373125,None
27,10.858645833333334,None
28,11.0613125,None
29,11.3973125,None
30,11.610645833333333,None
31,12.015979166666666,None
32,12.4373125,None
33,12.9893125,None
34,13.303979166666666,None
35,13.855979166666666,None
36,14.255979166666666,None
37,14.458645833333334,None
38,14.906645833333334,None
39,15.135979166666667,None
40,15.367979166666666,None
41,15.618645833333334,None
42,15.8693125,None
43,16.346645833333334,None
44,16.8293125,None
45,17.159979166666666,None
46,17.738645833333333,None
47,18.055979166666667,None
48,18.2693125,None
49,18.5893125,None
50,18.818645833333335,None
51,19.039979166666665,None
52,19.335979166666668,None
53,19.7093125,None
54,20.186645833333333,None
55,20.666645833333334,None
56,20.986645833333334,None
57,22.106645833333335,None
58,22.586645833333332,None
59,22.8693125,None
60,23.338645833333334,None
61,23.55997916666667,None
62,23.9173125,None
63,24.3173125,None
64,24.519979166666666,None
65,24.8053125,None
66,25.018645833333334,None
67,25.279979166666667,None
68,25.498645833333335,None
69,25.7253125,None
70,25.9493125,None
71,26.258645833333333,None
72,26.735979166666667,None
73,26.938645833333332,None
74,27.338645833333334,None
75,27.6693125,None
76,27.887979166666668,None
77,28.3173125,None
78,28.607979166666667,None
79,28.815979166666665,None
80,29.3093125,None
81,29.607979166666667,None
82,29.815979166666665,None
83,30.2693125,None
84,30.567979166666667,None
85,31.207979166666668,None
86,31.706645833333333,None
87,32.5173125,None
88,33.0693125,None
89,33.415979166666666,None
90,33.63997916666667,None
91,33.858645833333334,None
92,34.1093125,None
93,34.4373125,None
94,35.01864583333333,None
95,35.538645833333334,None
96,36.35997916666667,None
97,36.9893125,None
98,37.46664583333333,None
99,38.01597916666667,None
100,38.29597916666667,None
101,38.7493125,None
102,39.11997916666667,None
103,39.31997916666667,None
104,39.666645833333334,None
105,39.86664583333334,None
106,40.24797916666667,None
107,40.67997916666667,None
108,41.01597916666667,None
109,41.287979166666666,None
110,41.5093125,None
111,41.78664583333333,None
112,42.2533125,None
113,42.61597916666667,None
114,42.839979166666666,None
115,43.05864583333334,None
116,43.2693125,None
117,43.538645833333334,None
118,43.858645833333334,None
119,44.1573125,None
120,44.50664583333333,None
121,44.818645833333335,None
122,45.138645833333335,None
123,45.495979166666665,None
124,45.775979166666666,None
125,46.0693125,None
126,46.458645833333335,None
127,46.6693125,None
128,46.9573125,None
129,47.5093125,None
130,47.855979166666664,None
131,48.138645833333335,None
132,48.4693125,None
133,48.687979166666665,None
134,48.967979166666666,None
135,49.306645833333334,None
136,49.93864583333333,None
137,50.1573125,None
138,50.455979166666665,None
139,50.9093125,None
140,51.25864583333333,None
141,51.687979166666665,None
142,51.93864583333333,None
143,52.18664583333333,None
144,52.495979166666665,None
145,52.82664583333333,None
146,53.34664583333333,None
147,53.5493125,None
148,53.775979166666666,None
149,54.37597916666667,None
150,54.57864583333333,None
151,54.7973125,None
152,55.226645833333336,None
153,55.5253125,None
154,56.047979166666664,None
155,56.535979166666664,None
156,56.73864583333334,None
157,57.10664583333333,None
158,57.458645833333335,None
159,57.73597916666667,None
160,58.1093125,None
161,58.586645833333336,None
162,59.0693125,None
163,59.367979166666665,None
164,59.69864583333333,None
165,60.02664583333333,None
166,60.4853125,None
167,60.9893125,None
168,61.46664583333333,None
169,61.9493125,None
170,62.418645833333336,None
171,62.919979166666664,None
172,63.2293125,None
173,63.71997916666667,None
174,64.17597916666666,None
175,64.37597916666667,None
176,64.72797916666667,None
177,65.1493125,None
178,65.39997916666667,None
179,65.79997916666666,None
180,66.26664583333333,None
181,66.7493125,None
182,67.01864583333334,None
183,67.2293125,None
184,67.4853125,None
185,67.7093125,None
186,68.16797916666667,None
187,68.6693125,None
188,69.1173125,None
189,69.5893125,None
190,70.10664583333333,None
191,70.59997916666667,None
192,70.9973125,None
193,71.38397916666666,None
194,71.5893125,None
195,71.85597916666667,None
196,72.5093125,None
197,72.78664583333334,None
198,72.9893125,None
199,73.4693125,None
200,73.93864583333334,None
201,74.40797916666666,None
202,74.7093125,None
203,74.9173125,None
204,75.3973125,None
205,75.7173125,None
206,75.91997916666666,None
207,76.33864583333333,None
208,76.63997916666666,None
209,77.53597916666666,None
210,77.73597916666667,None
211,78.26664583333333,None
212,78.7573125,None
213,79.0693125,None
214,79.58664583333334,None
215,79.7893125,None
216,80.17064583333334,None
217,80.49597916666667,None
218,80.77597916666667,None
219,81.14664583333334,None
220,81.61597916666666,None
221,82.11997916666667,None
222,82.3973125,None
223,82.59997916666667,None
224,83.0693125,None
225,83.51997916666667,None
226,84.02664583333333,None
227,84.3573125,None
228,84.6373125,None
229,84.98664583333333,None
230,85.25597916666666,None
231,85.4693125,None
232,85.89597916666666,None
233,86.2693125,None
234,86.57597916666667,None
235,86.8053125,None
236,87.0693125,None
237,87.3893125,None
238,87.80797916666667,None
239,88.02397916666666,None
240,88.33597916666666,None
241,88.6693125,None
242,88.97864583333333,None
243,89.25864583333333,None
244,89.76797916666666,None
245,90.03997916666667,None
246,90.2693125,None
247,90.54664583333333,None
248,90.7493125,None
249,91.02664583333333,None
250,91.2293125,None
251,91.6853125,None
252,92.1893125,None
253,92.6693125,None
254,92.9893125,None
255,93.20797916666666,None
256,93.4773125,None
257,93.7893125,None
258,94.10664583333333,None
259,94.4373125,None
260,94.63997916666666,None
261,94.9573125,None
262,95.3893125,None
263,95.70664583333334,None
264,96.0213125,None
265,96.42664583333334,None
266,96.67997916666667,None
267,96.98664583333333,None
268,97.4693125,None
269,97.7973125,None
270,98.11997916666667,None
271,98.4293125,None
272,98.7493125,None
273,98.96797916666667,None
274,99.36797916666667,None
275,99.57597916666667,None
276,99.77864583333333,None
277,100.02664583333333,None
278,100.2293125,None
279,100.50664583333334,None
280,100.82664583333333,None
281,101.15997916666667,None
282,101.4773125,None
283,101.77597916666667,None
284,102.1253125,None
285,102.4293125,None
286,102.7173125,None
287,103.0773125,None
288,103.3973125,None
289,103.69597916666666,None
290,103.91997916666666,None
291,104.1973125,None
292,104.39997916666667,None
293,104.66664583333333,None
294,104.9973125,None
295,105.31997916666667,None
296,105.61864583333333,None
297,105.92797916666666,None
298,106.12797916666666,None
299,106.57864583333334,None
300,106.91997916666666,None
301,107.11997916666667,None
302,107.3973125,None
303,107.71997916666666,None
304,108.0293125,None
305,108.3493125,None
306,108.8293125,None
307,109.1493125,None
308,109.42664583333334,None
309,109.6293125,None
310,109.9493125,None
311,110.24797916666667,None
312,110.46664583333333,None
